track_name,artist_name,popularity,danceability,energy,valence
Who You Are feat MIO  Joe Maz Remix,Syn Cole,0.19,0.69,0.84,0.62
Who You Are feat MIO  Billon Remix,Syn Cole,0.31,0.61,0.93,0.66
Who You Are feat MIO,Syn Cole,0.64,0.7,0.83,0.68
Who You Are  Original Mix,Elypsis,0.27,0.47,0.86,0.12
Who You Are,Michael W Smith,0.24,0.51,0.54,0.1
Who Will Comfort Me  Live,Melody Gardot,0.3,0.36,0.81,0.54
Who What When Where Why,Kalie Shorr,0.14,0.57,0.65,0.58
Who We Used to Be,Eyes Set To Kill,0.3,0.39,0.91,0.55
Who We Are?,GATTÜSO,0.48,0.48,0.92,0.39
Who We Are feat Jenifer Brening,Jessika,0.32,0.66,0.76,0.61
Who We Are  Jacked Mix,The Smen,0.33,0.58,0.81,0.16
Who Wants To Live Forever  2011 Remaster,Queen,0.57,0.18,0.37,0.04
Who Want The Smoke? feat Cardi B  Offset,Lil Yachty,0.58,0.9,0.75,0.55
Who Want The Smoke?,Lil Yachty,0.69,0.9,0.75,0.64
Who Want Problems,Mozzy,0.46,0.66,0.7,0.51
Who Wanna Blaze feat Snow Tha Product,Baby Bash,0.33,0.71,0.73,0.34
Who Walks In When I Walk Out?,Ella Fitzgerald,0.46,0.65,0.23,0.75
Who U Wit,Gunna Gang,0.13,0.8,0.67,0.4
Who Told You,Abby Jasmine,0.22,0.85,0.47,0.26
Who They Talkin Bout,Bonafide Suspects,0.23,0.87,0.32,0.43
Who Taught You How to Bang,Slim 400,0.19,0.85,0.48,0.48
Who Sings That?,John Heffron,0.19,0.51,0.64,0.44
Who Shot Johnny?,Tyla Yaweh,0.64,0.89,0.63,0.33
Who Shot Cupid?,Juice WRLD,0.78,0.76,0.93,0.59
Who Shibuyakei Remix,Jimin,0.65,0.64,0.86,0.6
Who Says? Remix [feat My Buddy Mike],Joshua Micah,0.3,0.65,0.8,0.64
Who Says,Selena Gomez  The Scene,0.76,0.68,0.93,0.74
Who Said It First,Kississippi,0.25,0.57,0.26,0.1
Who Run It Freestyle Finale,DJ Paul,0.24,0.66,0.6,0.68
Who Run It,Lgado,0.1,0.65,0.66,0.7
Who Rock Remix,Jimin,0.66,0.65,0.81,0.76
Who R U?,Anderson Paak,0.51,0.83,0.83,0.82
Who Needs Mexico,Mason James,0.37,0.71,0.72,0.94
Who Me,Whop Bezzy,0.15,0.78,0.3,0.46
Who Loves the Scum?,The Growlers,0.5,0.48,0.78,0.78
Who Loves You,Alannah Myles,0.13,0.55,0.22,0.3
Who Let the Dogs Out,Our Last Night,0.48,0.6,0.95,0.63
Who Let U Down,Trey Songz,0.53,0.7,0.48,0.08
Who Let The Dogs Out,Baha Men,0.65,0.87,0.89,0.78
Who Knows,Helado Negro,0.25,0.73,0.6,0.53
Who Knew It Would Be So Hard to Be Myself,Dave Barnes,0.36,0.81,0.8,0.82
Who Killed the Intensity,Jayme Toudle,0.31,0.38,0.63,0.16
Who Is The Dub,King Tubby,0.1,0.73,0.54,0.67
Who Is Speaking?,Loma,0.3,0.17,0.24,0.07
Who Is Gonna Be the One Live from Atlas,Jinjer,0.3,0.29,0.98,0.15
Who Is Gonna Be the One,Jinjer,0.38,0.3,0.96,0.15
Who Is Freddie Dredd?,Freddie Dredd,0.48,0.6,0.34,0.21
Who Instrumental,Jimin,0.65,0.76,0.59,0.76
Who Ill Be,Venatici,0.2,0.55,0.86,0.26
Who I Will Be,Major Murphy,0.1,0.5,0.72,0.81
Who I Thought You Were,Frank Hurd Band,0.14,0.54,0.85,0.53
Who I Am feat LunchMoney Lewis,Maroon 5,0.58,0.81,0.67,0.65
Who I Am Mixed,Denis Kenzo,0.41,0.47,0.89,0.78
Who I Am Feat NBA Youngboy,Sosamann,0.54,0.7,0.41,0.3
Who I Am,Andrew Galucki,0.28,0.62,0.33,0.13
Who Hurt You?,Daniel Caesar,0.78,0.65,0.49,0.28
Who Hurt You,Belly,0.46,0.41,0.59,0.08
Who Got It,AAP ANT,0.29,0.79,0.46,0.35
Who Gon’ Stop Us,DeJ Loaf,0.46,0.8,0.64,0.49
Who Gon Stop Us,DeJ Loaf,0.11,0.8,0.64,0.49
Who Getting Robbed,FBG Duck,0.13,0.74,0.71,0.56
Who Do You Trust?,Papa Roach,0.62,0.56,0.88,0.31
Who Do You Think You Are?,Lake Street Dive,0.45,0.68,0.78,0.51
Who Do You Think You Are,Qawi Kamri,0.12,0.67,0.5,0.43
Who Do You Think That You Are??,Daniel Schulz,0.37,0.87,0.58,0.86
Who Do You Love?  Live,The Rolling Stones,0.37,0.46,0.98,0.43
Who Do You Love with 5 Seconds of Summer,The Chainsmokers,0.91,0.51,0.84,0.44
Who Do You Love  R3HAB Remix,The Chainsmokers,0.71,0.53,0.7,0.36
Who Do You Love,Dorothy,0.44,0.28,0.86,0.34
Who Dis Interlude feat Flyboy Tarantino,Kinsoul,0.11,0.89,0.48,0.43
Who Dis,Toni Romiti,0.5,0.72,0.64,0.46
Who Did You Leave for Me,Molly Parden,0.32,0.59,0.28,0.26
Who Dat,Lil Pump,0.62,0.91,0.44,0.45
Who Chills Interlude,Big D,0.21,0.6,0.44,0.7
Who Can It Be Now?,Scott Bradlees Postmodern Jukebox,0.32,0.47,0.57,0.65
Who Can It Be,Ylvis,0.37,0.48,0.56,0.57
Who Can I Turn To When Nobody Needs Me  Live at Montreux,Van Morrison,0.26,0.44,0.35,0.27
Who Can Fathom,West Ridge Worship,0.22,0.44,0.67,0.36
Who Came Up Missin,Arin Ray,0.5,0.82,0.4,0.64
Who Are You Skit,Royce Da 59,0.37,0.59,0.27,0.36
Who Are You Russ Macklin Remix,Svrcina,0.24,0.52,0.72,0.44
Who Are You,Aquilo,0.57,0.37,0.49,0.2
Who Are U,Ravi,0.15,0.64,0.79,0.59
Who Am I?,SoMo,0.52,0.63,0.39,0.47
Who Am I to Follow Love,Makeness,0.22,0.76,0.48,0.59
Who Am I Whats My Name?,Snoop Dogg,0.3,0.69,0.84,0.69
Who Am I Instrumental Version,Steven C,0.16,0.54,0.19,0.2
Who Am I Going To Share All Of This Wine With?,The Garden,0.37,0.4,0.93,0.5
Who Am I  Praise You in This Storm,Chad Graham,0.27,0.35,0.24,0.55
Who Acoustic Remix,Jimin,0.66,0.68,0.42,0.45
Who  from the Dumplin Original Motion Picture Soundtrack,Dolly Parton,0.44,0.67,0.36,0.35
Who,Caitlin Canty,0.18,0.46,0.18,0.1
Whitney Poet,Blastrolabe,0.23,0.7,0.82,0.33
Whitley,Nova,0.48,0.77,0.29,0.67
Whitetail  Original Mix,Doubting Thomas,0.22,0.22,0.14,0.06
Whiter Shade Of Pale,Royal Philharmonic Orchestra,0.2,0.15,0.07,0.15
Whiteman Stomp,Fletcher Henderson  His Orchestra,0.15,0.68,0.41,0.76
Whitehouse Road Live,Tyler Childers,0.53,0.52,0.43,0.46
White cloud story,Flamboyant Piano,0.26,0.52,0.32,0.51
White Woods,Zen Reflection,0.22,0.15,0.13,0.18
White Wolf,Zeke,0.15,0.39,0.99,0.37
White Winter Hymnal,Fleet Foxes,0.38,0.63,0.53,0.65
White Wine,Joseph Knight,0.15,0.58,0.63,0.36
White Waves,Cooper Sams,0.61,0.49,0.24,0.05
White Water  Original Mix,The Real Babylon,0.14,0.44,0.05,0.08
White Tusk  Original,Mark Alow,0.43,0.81,0.42,0.51
White Trash Wedding  Acoustic,Dixie Chicks,0.28,0.49,0.96,0.4
White Tiles,Psychic Birds,0.23,0.37,0.02,0.06
White Swan Mixed,KhoMha,0.41,0.48,0.95,0.74
White Skies,Fortu  Mendoza,0.1,0.76,0.7,0.44
White Sedan,Fazer,0.4,0.61,0.45,0.38
White Sands Dancer,Gregg Hogg,0.18,0.75,0.64,0.6
White Sand,Migos,0.64,0.83,0.58,0.42
White Sails,Eli  Fur,0.26,0.76,0.81,0.55
White Rumble,White Noise Baby Sleep,0.12,0.18,0.07,0.04
White People,Jonah Renna,0.12,0.19,0.33,0.04
White Parents Are Gonna Hate This,SAINt JHN,0.59,0.69,0.83,0.37
White Owl feat Ketchy The Great,03 Greedo,0.24,0.65,0.6,0.6
White Onions,Foals,0.67,0.42,0.98,0.39
White Noise: Mixed,"Soothing White Noise for Infant Sleeping and Massage, Crying  Colic Relief",0.2,0.34,0.25,0.05
White Noise 백색소음,Cavalier,0.28,0.47,0.47,0.27
White Noise Wash 500hz Loopable,Static Canvas,0.35,0.0,0.0,0.0
White Noise Underwood [Interlude],Tha Fucxs,0.14,0.76,0.87,0.69
White Noise Sleep Machine  Ocean Surf Waves,Aural Escapes,0.24,0.19,0.63,0.0
White Noise Sleep Fan,Fan Sounds,0.4,0.09,0.24,0.03
"White Noise RainLoopable,No fade",Zen Music Garden,0.29,0.21,1.0,0.0
White Noise Ocean,White Noise Baby Sleep,0.32,0.06,0.38,0.0
White Noise  1 Hour,Rain Sounds,0.12,0.0,0.0,0.0
White Noise,CASS,0.45,0.79,0.53,0.54
White Mountain,Wolftooth,0.12,0.34,0.92,0.44
White Morning,Naxatras,0.3,0.4,0.4,0.2
White Mark,Rich People,0.19,0.25,0.66,0.16
White Mans World  Live,Jason Isbell and the 400 Unit,0.36,0.47,0.67,0.33
White Lotus,Unreqvited,0.16,0.21,0.62,0.08
White Lines,Bones Owens,0.51,0.51,0.81,0.58
White Line,Neil Young,0.39,0.32,0.54,0.49
White Lighters,Greyhaven,0.3,0.33,0.71,0.2
White Lighter,Arbour,0.28,0.38,0.2,0.28
White Lies  WICKD Remix,The Him,0.26,0.66,0.75,0.58
White Lies  Guy Arthur Remix,The Him,0.58,0.66,0.9,0.51
White Lies  DMND City Remix,Marcus Schössow,0.37,0.65,0.82,0.22
White Lies  Acoustic,I See Stars,0.35,0.3,0.31,0.15
White Lies,Daren,0.31,0.69,0.7,0.67
White Ladders,Heffyraps,0.15,0.75,0.53,0.34
White Lace Regretfully,Fleet Foxes,0.34,0.44,0.32,0.21
White Label,Nas,0.54,0.56,0.72,0.34
White Knuckles,Au/Ra,0.38,0.62,0.55,0.36
White Jeans,SALES,0.5,0.72,0.75,0.92
White Hot,Loathe,0.25,0.34,0.96,0.17
White Horse,Tenille Townes,0.57,0.63,0.91,0.92
White Glass,Loma,0.27,0.51,0.43,0.26
White Girl feat Eldorado Red,Waka Flocka Flame,0.14,0.72,0.34,0.14
White Girl,Lil Peep,0.66,0.59,0.7,0.12
White Frost Acoustic,Tall Heights,0.56,0.36,0.31,0.15
White Flower,Rafferty,0.39,0.5,0.83,0.6
White Flag  Steve Reece Remix,Bishop Briggs,0.37,0.68,0.5,0.5
White Flag  Boehm Remix,Bishop Briggs,0.33,0.5,0.79,0.23
White Flag  Acoustic,Bishop Briggs,0.33,0.65,0.31,0.64
White Flag,Bishop Briggs,0.62,0.52,0.8,0.35
White Ferrari,JFDR,0.31,0.22,0.23,0.05
White Fences Acoustic Live,NEEDTOBREATHE,0.4,0.52,0.77,0.58
White Fence,Sophia Scott,0.4,0.57,0.59,0.68
White Eyes,The Wombats,0.52,0.57,0.95,0.58
White Embers,Shields,0.24,0.4,0.99,0.11
White Eagle,Passenger 10,0.13,0.69,0.76,0.13
White Dress,Halestorm,0.47,0.53,0.94,0.6
White Disciple,Nap Eyes,0.15,0.52,0.72,0.71
White Cube Voice Version [feat 苺りなはむ],Yasutaka Nakata,0.24,0.52,0.91,0.23
White Cube,Yasutaka Nakata,0.33,0.45,0.94,0.18
"White Christmas  Spotify Singles  Christmas, Recorded at Sound Stage Studios Nashville",Meghan Trainor,0.38,0.57,0.44,0.51
White Christmas  From Holiday Inn Soundtrack,Bing Crosby,0.19,0.32,0.16,0.25
White Christmas,Brett Eldredge,0.17,0.5,0.28,0.32
White Butterfly,Dorothy,0.36,0.18,0.61,0.14
White Buffs,AAP ANT,0.33,0.88,0.57,0.6
White Bronco,Action Bronson,0.52,0.45,0.67,0.08
White Boy Weed,Baby Bash,0.2,0.8,0.92,0.83
White Boy,Nu Breed,0.25,0.76,0.77,0.8
White Boi  Nitti Gritti Remix,Dillon Francis,0.36,0.83,0.9,0.58
White Boi,Dillon Francis,0.52,0.83,0.5,0.63
White Bat,He Is Legend,0.43,0.35,0.98,0.15
White Balenciaga,Skooly,0.29,0.58,0.72,0.38
White Aston,WONDR,0.38,0.76,0.57,0.39
White Air,Pacific Horrific,0.13,0.64,0.53,0.47
White,Cepooll,0.47,0.81,0.76,0.62
Whistlestar,Yusuf / Cat Stevens,0.24,0.67,0.64,0.6
Whistleblower,Shermanology,0.2,0.71,0.54,0.39
Whistle on Occasion,Kim Richey,0.11,0.63,0.33,0.49
Whistle Me a Tune,Dustbuster,0.23,0.78,0.1,0.48
Whistle Kids Manic Focus Remix,Manic Focus,0.28,0.73,0.68,0.26
Whistle Kids,Umphreys McGee,0.37,0.77,0.48,0.34
Whistle Down The Wind,Joan Baez,0.28,0.39,0.35,0.37
Whistle Bump,Deodato,0.41,0.69,0.79,0.97
Whistle,4B,0.47,0.85,0.87,0.51
Whispers Of East,Daniel Kaede,0.63,0.69,0.24,0.12
Whispers Among Us,Rolo Tomassi,0.27,0.24,0.92,0.05
Whispers,Adrian Alexander,0.11,0.55,0.72,0.24
Whispering Spiritscapes,Mournful Congregation,0.18,0.26,0.35,0.14
Whispering Sinner,Baldwin Sauerwein,0.25,0.34,0.41,0.55
Whisperer,Empty Space,0.68,0.15,0.16,0.03
Whisper My Name,ILIRA,0.47,0.84,0.52,0.51
Whisper My Child,Eleine,0.35,0.43,0.96,0.38
Whisper  Japanese ver,VIXX LR,0.2,0.71,0.81,0.71
Whisper,Betty Who,0.47,0.71,0.68,0.75
Whisky Den  Original Mix,Prok  Fitch,0.15,0.92,0.96,0.86
Whisky Den,Prok  Fitch,0.16,0.93,0.94,0.87
Whiskey and Bad Decisions,Robynn Shayne,0.18,0.55,0.68,0.77
Whiskey Train Shakedown,John Claiborne Sr,0.23,0.48,0.01,0.34
Whiskey To My Soul,Roan Ash,0.63,0.53,0.46,0.29
Whiskey Roller Coaster,Jacob Thomas Jr,0.3,0.56,0.7,0.37
Whiskey Riddim,Vato Gonzalez,0.45,0.68,0.93,0.43
Whiskey On Ice,Amos Lee,0.37,0.53,0.16,0.17
Whiskey Miss Me,Trey Lewis,0.29,0.5,0.89,0.63
Whiskey Melodies,Damian Simmons,0.3,0.69,0.72,0.26
Whiskey In the Jar,The Dubliners,0.26,0.56,0.76,0.66
Whiskey In The Jar,Bryan Adams,0.27,0.52,0.56,0.26
Whiskey Glasses,Morgan Wallen,0.8,0.62,0.68,0.7
Whiskey Fiddle feat Demun Jones,Adam Calhoun,0.46,0.78,0.57,0.37
Whiskey Acoustic,Young Rising Sons,0.33,0.62,0.41,0.53
Whiskey  Recorded at Spotify Studios NYC,Devin Dawson,0.48,0.59,0.33,0.23
Whiskey  Patron,Murs,0.25,0.77,0.74,0.78
Whiskey  Cola feat Carla Monroe,Apexape,0.32,0.79,0.94,0.87
Whiskey,MESSER,0.14,0.47,0.98,0.58
Whirlwind,Bananadays,0.31,0.25,0.02,0.24
Whirling Wind,Pharm Sounds,0.28,0.34,0.25,0.2
Whirl Islands Surf Theme,Braxton Burks,0.25,0.14,0.29,0.27
Whips,Yung Coop,0.15,0.52,0.57,0.62
Whipping Post  Live,The Allman Brothers Band,0.28,0.3,0.76,0.62
Whippin rentals feat Eric Biddines  Magik,Sam Lachow,0.29,0.78,0.57,0.71
Whippin dat Work feat Surf Gvng,Rockstar Jt,0.12,0.71,0.53,0.18
Whipped Cream,Ari Lennox,0.66,0.74,0.38,0.57
Whiplashd,Xavier Wulf,0.55,0.92,0.69,0.56
Whiplash feat Tame Impala,Theophilus London,0.56,0.73,0.89,0.38
Whiplash feat Reeps One,Bassnectar,0.47,0.74,0.91,0.35
Whiplash Pants,Stone Sour,0.36,0.43,1.0,0.08
Whiplash Mixed,Darren Porter,0.34,0.46,0.86,0.32
Whiplash Mix Cut,Darren Porter,0.26,0.36,0.7,0.13
Whip feat Travis Scott,2 Chainz,0.8,0.79,0.4,0.04
Whip That ss,Lucky Charmes,0.25,0.79,0.8,0.81
Whip That,Lucky Charmes,0.15,0.8,0.66,0.35
Whip 15,Mike Bars,0.23,0.72,0.66,0.42
Whinning Work,Savage,0.25,0.94,0.75,0.77
Whine up Fimi  Produced by Johnny Wonder  Adde Instrumentals,Charly Black,0.49,0.68,0.67,0.6
Whine For Daddy,Orezi,0.43,0.93,0.74,0.86
Whine,Trillz,0.22,0.74,0.83,0.91
Whimsical Toad,Alan Gogoll,0.11,0.74,0.22,0.5
While the World Sleeps,Scott Harris Regime,0.22,0.64,0.63,0.24
While You Were Sleeping,The Spook School,0.1,0.36,0.79,0.6
While You Still Can,Brothers Osborne,0.54,0.57,0.5,0.56
While Were Young,Jhene Aiko,0.28,0.64,0.76,0.8
While This Way,Árstíðir,0.1,0.53,0.47,0.23
While My Guitar Gently Weeps  Live,Paul McCartney,0.45,0.31,0.9,0.25
While My Guitar Gently Weeps  2018 Mix,The Beatles,0.64,0.42,0.67,0.64
While I Was Sleeping,StarBenders,0.16,0.49,0.97,0.51
While I Wait,Lincoln Brewster,0.55,0.45,0.4,0.12
"Which is to Say, Everything",Many Rooms,0.14,0.19,0.07,0.04
Which One Which,M A E S T R O,0.43,0.79,0.64,0.24
Wherewithal,Bokki,0.6,0.64,0.26,0.14
Wherever Your Treasure Is,Christafari,0.19,0.76,0.72,0.87
Wherever You Will Go,Charlene Soraia,0.6,0.6,0.12,0.13
Wherever You Go  Original Mix,Jive Ass Sleepers,0.11,0.8,0.6,0.65
Wherever You Go,Jonas Blue,0.74,0.71,0.72,0.48
Wherever You Are Mixed  Solis  Sean Truby Remix,Ferry Corsten,0.38,0.43,0.98,0.67
Wherever You Are ASOT 853  Solis  Sean Truby Remix,Ferry Corsten,0.14,0.42,0.92,0.13
Wherever You Are  Solis  Sean Truby Remix,Ferry Corsten,0.31,0.46,0.94,0.17
Wherever You Are,Ben Rector,0.5,0.44,0.67,0.22
Wherever U Go,Raveena,0.4,0.72,0.45,0.55
Wherever I Live,Alessia Cara,0.56,0.72,0.17,0.59
Wherever I Lay My Bone,Sir Charles Jones,0.3,0.93,0.32,0.76
Wherever I LIve,Alessia Cara,0.56,0.72,0.17,0.59
Wherever I Go,Dan Bremnes,0.51,0.68,0.76,0.8
Wherever,Felix Cartal,0.49,0.57,0.82,0.4
Wheres the Love  Tom Budin Remix,Joel Fletcher,0.15,0.8,0.88,0.51
Wheres the Love  Major Minor Remix,Joel Fletcher,0.11,0.87,0.59,0.46
Wheres the Love  Jaysounds Remix,Joel Fletcher,0.1,0.84,0.91,0.16
Wheres the Love,Joel Fletcher,0.29,0.69,0.87,0.38
Wheres The Catch? feat André 3000,James Blake,0.65,0.75,0.56,0.17
Wheres My Sunscreen,Cookin Soul,0.3,0.72,0.73,0.22
Wheres My Love  Sam Feldt Edit,SYML,0.54,0.7,0.63,0.46
Wheres My Love  Sam Feldt Club Mix,SYML,0.47,0.64,0.82,0.5
Wheres My Love  Duet,SYML,0.41,0.56,0.54,0.3
Wheres My Love,SYML,0.42,0.6,0.34,0.42
Wheres Earth?,Steve Gadd Band,0.21,0.82,0.45,0.79
Whered You Go feat Holly Brook  Jonah Matranga,Fort Minor,0.42,0.68,0.82,0.25
Whered You Go,Illenium,0.34,0.46,0.64,0.28
Whered U Go  Thoreau Rework,Illenium,0.45,0.49,0.84,0.45
Wherebouts,Omeeezy Chappo,0.27,0.87,0.43,0.36
Whereareewe,Scallops Hotel,0.28,0.73,0.32,0.22
WhereYoSafeAt,Almighty Suspect,0.45,0.57,0.7,0.1
Where you at,LOOΠΔ,0.56,0.61,0.79,0.63
Where to Begin,Covenhoven,0.11,0.62,0.47,0.25
Where the Wind Blows,Zach Berkman,0.33,0.66,0.73,0.61
Where the Party At feat Nelly,Jagged Edge,0.67,0.6,0.66,0.86
Where the Party At feat Buddy  Problem,Polyester the Saint,0.12,0.83,0.85,0.79
Where the Light Begins,Sam Gorski,0.13,0.47,0.72,0.11
Where the Fuck You Been,Cassidy,0.25,0.87,0.5,0.3
Where the Drums At,Funky Craig,0.16,0.64,0.91,0.12
Where the Drugs At,Q Da Fool,0.25,0.78,0.34,0.1
Where should I go,Ravi,0.17,0.79,0.82,0.72
Where is the Sun,Joe Ford,0.33,0.58,0.72,0.35
Where are you?,Hello Ga Young,0.26,0.51,0.42,0.13
Where and When,Wasadog,0.34,0.32,0.69,0.41
Where am I now,BoA,0.31,0.71,0.91,0.73
Where Your Heart Goes,Uppermost,0.32,0.46,0.64,0.16
Where You Will Go,Dialoque,0.38,0.66,0.78,0.27
Where You Want Me,Brett Young,0.55,0.75,0.56,0.76
Where You Gonna Go,Gregory Alan Isakov,0.5,0.45,0.33,0.15
Where You Come From,Disclosure,0.53,0.8,0.96,0.41
Where You Been feat Don Scena,Boslen,0.17,0.69,0.17,0.07
Where You Been,Hawkiebaby,0.2,0.77,0.7,0.42
Where You Are feat Mike Mains,Tommee Profitt,0.18,0.55,0.4,0.13
Where You Are Spontaneous,Bethel Music,0.5,0.31,0.43,0.08
Where You Are  Acoustic,Tenille Townes,0.55,0.39,0.17,0.21
Where You Are,Mayday Parade,0.45,0.3,0.44,0.24
Where Ya Loyalty At,RTS Triplets,0.39,0.84,0.53,0.47
Where Would We Be  Raiden Remix,ROZES,0.28,0.32,0.6,0.11
Where Would We Be  Pucker Remix,ROZES,0.15,0.56,0.81,0.4
Where Would We Be  Nicky Romero Edit,ROZES,0.42,0.4,0.81,0.32
Where Would We Be  Ben Casey Remix,ROZES,0.11,0.62,0.58,0.56
Where Would We Be,ROZES,0.53,0.37,0.7,0.39
Where Will You Go?,Therion,0.28,0.38,0.58,0.26
Where Wildness Grows,Gengahr,0.16,0.28,0.56,0.07
Where Were You In The Morning?  Remix,Shawn Mendes,0.57,0.74,0.7,0.67
Where Were You In The Morning?,Shawn Mendes,0.78,0.72,0.52,0.47
Where Were You Hiding When The Storm Broke?,The Alarm,0.26,0.37,0.95,0.6
Where Were You,Eli Young Band,0.64,0.6,0.85,0.46
Where We Start,Vance Joy,0.53,0.66,0.38,0.19
Where We First Met,POSTMEN,0.31,0.35,0.61,0.32
Where We Come From feat YoungBoy Never Broke Again,Shy Glizzy,0.57,0.59,0.73,0.78
Where We Came From,Chris Landry,0.14,0.74,0.63,0.4
Where We Belong,Max Richter,0.26,0.1,0.15,0.03
Where We Are,Sekai,0.32,0.62,0.79,0.1
Where We,Ji Hyun Ryu,0.36,0.69,0.12,0.04
Where To Go,Duskus,0.58,0.78,0.47,0.31
Where They at feat Yazz,Empire Cast,0.27,0.75,0.74,0.07
"Where There’s a Will, There’s a Way",Earth Trax,0.14,0.74,0.87,0.27
Where Theres Smoke,rumgold,0.46,0.44,0.35,0.23
Where Them Girls At feat Nicki Minaj  Flo Rida,David Guetta,0.72,0.67,0.88,0.55
Where The Wild Things Are  Smalltown DJs Remix,Zeds Dead,0.21,0.82,0.82,0.36
Where The Wild Things Are  Golf Clap Remix,Zeds Dead,0.23,0.88,0.94,0.28
Where The Wild Things Are  Dr Ozi Remix,Zeds Dead,0.27,0.49,0.97,0.19
Where The Wild Things Are  Cozway Remix,Zeds Dead,0.28,0.51,0.81,0.26
Where The Wild Things Are  Chuurch Remix,Zeds Dead,0.29,0.66,0.47,0.56
Where The Love Goes feat Oskar Flood,Anjulie,0.55,0.74,0.68,0.53
Where The Heart Is,Vini Vici,0.2,0.61,0.98,0.06
Where The Bag At,City Girls,0.64,0.72,0.75,0.42
"Where She At?, Pt 2",Ronen,0.22,0.74,0.57,0.86
Where Revival Lives Live,Citipointe Live,0.32,0.68,0.84,0.39
Where R U,Gaullin,0.46,0.84,0.62,0.1
Where Owls Know My Name,Rivers of Nihil,0.44,0.39,0.88,0.38
Where Once There Were Stars,Audiomachine,0.3,0.48,0.69,0.4
Where My Scale,Lud Foe,0.4,0.81,0.56,0.4
Where My Head Bangers,Arius,0.3,0.68,1.0,0.56
Where My Grave Shall Stand,The Crown,0.18,0.35,0.53,0.2
Where Life Takes You ASOT 857  Cold Blue Remix,Alan Morris,0.1,0.4,0.88,0.04
Where Life Takes You ASOT 857,Alan Morris,0.12,0.4,0.94,0.08
Where Lie the Gods,Primordial,0.28,0.24,0.75,0.21
Where Its At,Saba,0.54,0.63,0.67,0.37
Where It At,Waka Flocka Flame,0.2,0.77,0.87,0.82
Where Is the Sun,Joe Ford,0.24,0.58,0.72,0.35
Where Is Your Heart  Acoustic Version,ES Light,0.26,0.48,0.37,0.62
Where Is The Love?,Black Eyed Peas,0.68,0.84,0.69,0.83
Where Is My Mind?,Unlike Pluto,0.45,0.65,0.57,0.31
Where Is My Love,My Indigo,0.21,0.46,0.67,0.13
Where Is Bill,Marlo,0.21,0.97,0.3,0.49
Where Im Supposed to Be,Trina Broussard,0.18,0.69,0.71,0.24
Where Im Going Chopnotslop Remix,Thundercat,0.24,0.7,0.56,0.13
"Where Im From feat B Dawg, Lou E Lou  Megan",Big Tone,0.25,0.64,0.68,0.66
Where Im From,Boosie Badazz,0.27,0.76,0.27,0.21
Where Im At,Arbour,0.3,0.69,0.25,0.11
Where I am gone,Yang Yoseob,0.34,0.5,0.76,0.41
Where I Want You,Lael,0.18,0.52,0.74,0.67
Where I Wanna Be,Donell Jones,0.57,0.66,0.4,0.45
Where I Stay,Lil Dg,0.15,0.79,0.64,0.3
Where I Stand,Mia Wray,0.57,0.43,0.11,0.24
Where I Go When I Am Sleeping,Casey,0.23,0.23,0.59,0.17
Where I Get It From,Cale Dodds,0.36,0.43,0.93,0.72
Where I Came from  Acapella,Charli Funk,0.12,0.83,0.34,0.79
Where I Came From,Hockey Dad,0.25,0.39,0.82,0.7
Where I Belong  From This Is Us,Hannah Zeile,0.25,0.62,0.16,0.14
Where I Be,Daekreon,0.13,0.76,0.57,0.57
Where He Leads Me I Will Follow,The Oak Ridge Boys,0.24,0.66,0.18,0.25
Where Have You Gone Anywhere,Lucas  Steve,0.75,0.62,0.77,0.24
Where Have You Been?,KnocTurnal,0.27,0.83,0.7,0.42
Where Have You Been,Rihanna,0.71,0.72,0.85,0.44
Where Have All the Flowers Gone  Remastered,"Peter, Paul and Mary",0.21,0.52,0.11,0.36
Where Has Your Heart Gone,Savoy Brown featuring Kim Simmonds,0.13,0.37,0.67,0.48
Where Ever You Go,Beres Hammond,0.16,0.66,0.49,0.83
Where Do You Go?,Bonny Doon,0.34,0.65,0.58,0.36
Where Do You Belong?,Grey Henson,0.53,0.46,0.72,0.48
Where Do We Go from Here?,Madaila,0.32,0.57,0.45,0.35
Where Do We Go From Here?,Matt and Kim,0.36,0.54,0.39,0.19
Where Do We Go,Josefine,0.18,0.72,0.64,0.46
Where Do We Begin FYH100  Part 3  Andrew Rayel Remix,Tenishia,0.18,0.44,0.82,0.04
Where Do We Begin ASOT 887  Vigel Remix,Tenishia,0.16,0.46,0.57,0.2
Where Do The Children Play?,Yusuf / Cat Stevens,0.24,0.49,0.32,0.3
Where Do I Begin?,Royal Philharmonic Orchestra,0.2,0.36,0.28,0.12
Where Did You Go?,Jeffrey G Hoffman,0.18,0.43,0.18,0.52
Where Did You Get That Ass? feat Ying Yang Twins  TanD,Kyng of da Beatz,0.19,0.81,0.91,0.85
Where Did I Go?,Jorja Smith,0.67,0.71,0.59,0.36
Where Did I Go Wrong?,Youth Killed It,0.15,0.58,0.91,0.81
Where Dey At feat Paul Wall,Baby Bash,0.42,0.85,0.75,0.29
Where Dead Angels Lie,Alterbeast,0.22,0.24,0.8,0.32
Where Cowboys Are King,Cody Johnson,0.54,0.6,0.83,0.7
Where Are Ü Now with Justin Bieber,Jack Ü,0.74,0.43,0.78,0.2
Where Are Your Branches Where Is Your Fruit,Oscar Jerome,0.43,0.82,0.39,0.17
